scenario,protocol,workload,round_id,sample_id,command_id,command,latency_ms,output_bytes,throughput_kib_s,received_pct,status,error_type,error_message
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,30,1,find /etc /var/log -type f 2>/dev/null,927.086034,28772,30.307496,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,31,1,find /etc /var/log -type f 2>/dev/null,790.458406,28772,35.546028,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,32,1,find /etc /var/log -type f 2>/dev/null,984.410876,28772,28.542611,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,33,1,find /etc /var/log -type f 2>/dev/null,1208.284221,28772,23.254178,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,34,1,find /etc /var/log -type f 2>/dev/null,811.231114,28772,34.635822,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,35,1,find /etc /var/log -type f 2>/dev/null,630.175530,28772,44.587032,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,36,1,find /etc /var/log -type f 2>/dev/null,795.366497,28772,35.326678,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,37,1,find /etc /var/log -type f 2>/dev/null,653.120213,28772,43.020650,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,38,1,find /etc /var/log -type f 2>/dev/null,842.341322,28772,33.356616,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,39,1,find /etc /var/log -type f 2>/dev/null,1013.715963,28772,27.717484,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,40,1,find /etc /var/log -type f 2>/dev/null,1456.965121,28772,19.285058,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,41,1,find /etc /var/log -type f 2>/dev/null,1345.621812,28772,20.880797,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,42,1,find /etc /var/log -type f 2>/dev/null,1144.912628,28772,24.541310,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,43,1,find /etc /var/log -type f 2>/dev/null,1243.716374,28772,22.591691,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,44,1,find /etc /var/log -type f 2>/dev/null,1441.881887,28772,19.486795,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,45,1,find /etc /var/log -type f 2>/dev/null,1646.425512,28772,17.065853,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,46,1,find /etc /var/log -type f 2>/dev/null,1339.629948,28772,20.974192,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,47,1,find /etc /var/log -type f 2>/dev/null,1395.057018,28772,20.140866,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,48,1,find /etc /var/log -type f 2>/dev/null,1080.270983,28772,26.009822,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,49,1,find /etc /var/log -type f 2>/dev/null,1545.021303,28772,18.185935,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,50,1,find /etc /var/log -type f 2>/dev/null,1315.107674,28772,21.365290,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,51,1,find /etc /var/log -type f 2>/dev/null,1023.368796,28772,27.456042,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,52,1,find /etc /var/log -type f 2>/dev/null,978.985241,28772,28.700797,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,53,1,find /etc /var/log -type f 2>/dev/null,1739.741752,28772,16.150475,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,54,1,find /etc /var/log -type f 2>/dev/null,877.347833,28772,32.025675,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,55,1,find /etc /var/log -type f 2>/dev/null,1265.293231,28772,22.206438,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,56,1,find /etc /var/log -type f 2>/dev/null,1616.639496,28772,17.380286,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,57,1,find /etc /var/log -type f 2>/dev/null,1223.174350,28772,22.971097,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,58,1,find /etc /var/log -type f 2>/dev/null,1578.148046,28787,17.813477,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,59,1,find /etc /var/log -type f 2>/dev/null,1570.129073,28772,17.895125,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,60,1,find /etc /var/log -type f 2>/dev/null,1739.758724,28772,16.150318,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,61,1,find /etc /var/log -type f 2>/dev/null,1113.563738,28772,25.232194,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,62,1,find /etc /var/log -type f 2>/dev/null,1001.738939,28787,28.063504,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,63,1,find /etc /var/log -type f 2>/dev/null,729.802835,28772,38.500339,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,64,1,find /etc /var/log -type f 2>/dev/null,1053.373476,28772,26.673974,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,65,1,find /etc /var/log -type f 2>/dev/null,1196.166143,28772,23.489761,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,66,1,find /etc /var/log -type f 2>/dev/null,1281.035399,28772,21.933552,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,67,1,find /etc /var/log -type f 2>/dev/null,1412.110573,28772,19.897632,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,68,1,find /etc /var/log -type f 2>/dev/null,1447.165748,28772,19.415645,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,69,1,find /etc /var/log -type f 2>/dev/null,1762.889184,28772,15.938413,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,70,1,find /etc /var/log -type f 2>/dev/null,1374.063650,28772,20.448584,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,71,1,find /etc /var/log -type f 2>/dev/null,1230.233907,28772,22.839280,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,72,1,find /etc /var/log -type f 2>/dev/null,834.191533,28772,33.682500,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,73,1,find /etc /var/log -type f 2>/dev/null,826.965453,28772,33.976820,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,74,1,find /etc /var/log -type f 2>/dev/null,692.806369,28772,40.556290,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,75,1,find /etc /var/log -type f 2>/dev/null,562.236593,28772,49.974791,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,76,1,find /etc /var/log -type f 2>/dev/null,722.064537,28772,38.912943,100.00,ok,,
